Time,NR-ARFCN,PCI,_oid,RSRP,RSRQ,SINR,PDSCH_MCS,PUSCH_MCS,PDSCH PRBs,PUSCH PRBs,throughput_DL,C-RNTI,Corridor_tag,lab_anom,lab_bs,lab_inf,lab_1rr,Label
2022-10-04 15:52:22.917,628416,17,1350791784,-107.1999969,-10.5,17.10000038,19.0,12.0,128.0,4.0,237685760,13853,0,0,0,0,0,0
2022-10-04 15:52:23.435,628416,17,1350791784,-105.0,-10.39999962,18.89999962,19.0,13.0,128.0,4.0,237685760,13853,0,0,0,0,0,0
2022-10-04 15:52:23.949,628416,17,1350791784,-101.4000015,-10.39999962,20.5,19.0,13.0,128.0,4.0,237685760,13853,0,0,0,0,0,0
2022-10-04 15:52:24.471,628416,17,1350791784,-102.1999969,-10.30000019,18.89999962,18.0,12.0,128.0,4.0,193200128,13853,0,0,0,0,0,0
2022-10-04 15:52:24.990,628416,17,1350791784,-102.0999985,-10.30000019,21.0,18.0,12.0,129.0,4.0,193200128,13853,0,0,0,0,0,0
2022-10-04 15:52:25.524,628416,17,1350791784,-101.4000015,-10.30000019,21.5,19.0,12.0,128.0,4.0,161730529,13853,0,0,0,0,0,0
2022-10-04 15:52:26.043,628416,17,1350791784,-99.59999847,-10.30000019,21.70000076,20.0,13.0,128.0,4.0,161730529,13853,0,0,0,0,0,0
2022-10-04 15:52:26.542,628416,17,1350791784,-101.9000015,-10.39999962,20.10000038,19.0,13.0,128.0,4.0,161730529,13853,0,0,0,0,0,0
2022-10-04 15:52:27.067,628416,17,1350791784,-103.6999969,-10.39999962,19.5,18.0,13.0,128.0,4.0,192865280,13853,0,0,0,0,0,0
2022-10-04 15:52:27.561,628416,17,1350791784,-102.6999969,-10.39999962,18.5,19.0,13.0,128.0,4.0,192865280,13853,0,0,0,0,0,0
2022-10-04 15:52:28.067,628416,17,1350791784,-103.3000031,-10.39999962,20.5,18.0,13.0,128.0,4.0,161737836,13853,0,0,0,0,0,0
2022-10-04 15:52:28.582,628416,17,1350791784,-104.5999985,-10.60000038,19.0,19.0,12.0,127.0,4.0,161737836,13853,0,0,0,0,0,0
2022-10-04 15:52:29.087,628416,17,1350791784,-105.3000031,-10.60000038,18.10000038,17.0,12.0,128.0,4.0,161737836,13853,0,0,0,0,0,0
2022-10-04 15:52:29.604,628416,17,1350791784,-103.1999969,-10.39999962,20.89999962,17.0,13.0,128.0,4.0,161068243,13853,0,0,0,0,0,0
2022-10-04 15:52:30.136,628416,17,1350791784,-101.3000031,-10.39999962,20.39999962,18.0,13.0,128.0,4.0,161068243,13853,0,0,0,0,0,0
2022-10-04 15:52:30.662,628416,17,1350791784,-101.8000031,-10.30000019,21.10000038,19.0,13.0,128.0,4.0,161068243,13853,0,0,0,0,0,0
2022-10-04 15:52:31.158,628416,17,1350791784,-101.4000015,-10.5,22.5,17.0,13.0,128.0,4.0,161068243,13853,0,0,0,0,0,0
2022-10-04 15:52:31.667,628416,17,1350791784,-101.3000031,-10.39999962,21.60000038,16.0,14.0,129.0,4.0,151662647,13853,0,0,0,0,0,0
2022-10-04 15:52:32.186,628416,17,1350791784,-100.1999969,-10.30000019,21.39999962,16.0,14.0,128.0,4.0,151662647,13853,0,0,0,0,0,0
2022-10-04 15:52:32.721,628416,17,1350791784,-102.9000015,-10.39999962,20.5,16.0,13.0,128.0,4.0,151662647,13853,0,0,0,0,0,0
2022-10-04 15:52:33.214,628416,17,1350791784,-102.4000015,-10.5,20.89999962,16.0,13.0,127.0,4.0,151662647,13853,0,0,0,0,0,0
2022-10-04 15:52:33.716,628416,17,1350791784,-103.1999969,-10.39999962,19.70000076,16.0,14.0,128.0,4.0,148633241,13853,0,0,0,0,0,0
2022-10-04 15:52:34.234,628416,17,1350791784,-102.0999985,-10.39999962,20.0,16.0,13.0,127.0,4.0,148633241,13853,0,0,0,0,0,0
2022-10-04 15:52:34.753,628416,17,1350791784,-103.0,-10.5,19.60000038,16.0,13.0,127.0,4.0,148633241,13853,0,0,0,0,0,0
2022-10-04 15:52:35.256,628416,17,1350791784,-101.1999969,-10.39999962,21.5,16.0,12.0,129.0,4.0,148633241,13853,0,0,0,0,0,0
2022-10-04 15:52:35.759,628416,17,1350791784,-102.9000015,-10.5,20.39999962,17.0,12.0,128.0,4.0,157534639,13853,0,0,0,0,0,0
2022-10-04 15:52:36.271,628416,17,1350791784,-102.8000031,-10.60000038,19.10000038,18.0,12.0,128.0,4.0,157534639,13853,0,0,0,0,0,0
2022-10-04 15:52:36.808,628416,17,1350791784,-103.6999969,-10.5,19.0,19.0,12.0,128.0,4.0,157534639,13853,0,0,0,0,0,0
2022-10-04 15:52:37.330,628416,17,1350791784,-101.9000015,-10.39999962,20.79999924,20.0,10.0,126.0,4.0,156643413,13853,0,0,0,0,0,0
2022-10-04 15:52:37.836,628416,17,1350791784,-104.8000031,-10.5,19.0,18.0,13.0,128.0,4.0,156643413,13853,0,0,0,0,0,0
